GEOID,NAME,COUNTYNAME,PlanningRegion,ARCModelingArea,# Adults 2020,% Adults 2020,# Children 2020,% Children 2020,# Total population 2020,# Non-Hispanic White 2020,% Non-Hispanic Black 2020,# Non-Hispanic Black 2020,% Hispanic all races 2020,% Non-Hispanic other race 2020,# Non-Hispanic other race 2020,% Non-Hispanic White adults 2020,% Non-Hispanic Black adults 2020,# Non-Hispanic White adults 2020,# Non-Hispanic Black adults 2020,# Hispanic adults all races 2020,% Hispanic adults all races 2020,# Non-Hispanic Black children 2020,% Non-Hispanic White children 2020,# Non-Hispanic White children 2020,% Non-Hispanic Black children 2020,% Hispanic children all races 2020,# Hispanic children all races 2020,# Non-Hispanic other race adults 2020,% Non-Hispanic other race adults 2020,# Non-Hispanic other race children 2020,% Non-Hispanic Asian or Pacific Islander 2020,# Non-Hispanic Asian or Pacific Islander 2020,# Non-Hispanic Asian or Pacific Islander adults 2020,% Non-Hispanic Asian or Pacific Islander adults 2020,# Non-Hispanic Asian or Pacific Islander children 2020,% Non-Hispanic Asian or Pacific Islander children 2020,% Non-Hispanic White 2020,# Hispanic all races 2020,% Non-Hispanic other race children 2020
13073030105,Census Tract 301.05,Columbia,Central Savannah River Area,No,4305,73.9,1523,26.1,5828,3750,14.4,837,6.9,7.1,414,50.3,10,2933,582,224,3.8,255,14,817,4.4,3,177,239,4.1,175,7.3,426,327,5.6,99,1.7,64.3,401,3
13115001100,Census Tract 11,Floyd,Northwest Georgia,No,2205,80.2,544,19.8,2749,1300,25.6,705,22.4,3.7,101,42.2,20.1,1159,553,385,14,152,5.1,141,5.5,8.4,230,80,2.9,21,1,28,28,1,0,0,47.3,615,0.8
13121004000,Census Tract 40,Fulton,Atlanta Regional Commission,Yes,1843,79.3,482,20.7,2325,213,83.9,1951,3,3.6,83,8.1,66.3,189,1542,51,2.2,409,1,24,17.6,0.8,18,56,2.4,27,0.4,9,5,0.2,4,0.2,9.2,69,1.2
13133950302,Census Tract 9503.02,Greene,Northeast Georgia,No,3228,84.9,574,15.1,3802,3209,8.7,330,3.4,2.4,93,73.5,6.5,2794,248,93,2.4,82,10.9,415,2.2,1,37,67,1.8,26,1.1,40,26,0.7,14,0.4,84.4,130,0.7
13089023501,Census Tract 235.01,DeKalb,Atlanta Regional Commission,Yes,2664,81.7,595,18.3,3259,419,79.4,2588,3.5,3.6,117,12.3,63.5,402,2071,79,2.4,517,0.5,17,15.9,1,34,92,2.8,25,0.7,22,20,0.6,2,0.1,12.9,113,0.8
13089021412,Census Tract 214.12,DeKalb,Atlanta Regional Commission,Yes,2891,71.4,1159,28.6,4050,2962,4.9,198,10.4,4.9,197,53.6,3.5,2170,141,263,6.5,57,19.6,792,1.4,3.9,158,108,2.7,89,6.7,272,209,5.2,63,1.6,73.1,421,2.2
13121011423,Census Tract 114.23,Fulton,Atlanta Regional Commission,Yes,4001,73,1483,27,5484,4121,6.8,372,8,5.5,303,55.7,4.8,3056,262,297,5.4,110,19.4,1065,2,2.6,143,192,3.5,111,4.5,248,194,3.5,54,1,75.1,440,2
13089020801,Census Tract 208.01,DeKalb,Atlanta Regional Commission,Yes,2126,79.5,547,20.5,2673,1692,23.8,635,5.5,5.5,146,50.3,20.1,1344,537,112,4.2,98,13,348,3.7,1.3,35,84,3.1,62,2,53,49,1.8,4,0.1,63.3,147,2.3
13067030331,Census Tract 303.31,Cobb,Atlanta Regional Commission,Yes,4601,73.7,1642,26.3,6243,4637,4.6,285,6.6,5.3,334,56.7,3.5,3540,219,271,4.3,66,17.6,1097,1.1,2.3,143,169,2.7,165,9.2,573,402,6.4,171,2.7,74.3,414,2.6
13059140500,Census Tract 1405,Clarke,Northeast Georgia,No,1572,74.4,541,25.6,2113,436,58.1,1228,18.1,2.9,62,17.9,43.1,379,910,240,11.4,318,2.7,57,15,6.7,142,40,1.9,22,0.2,5,3,0.1,2,0.1,20.6,382,1
13121008202,Census Tract 82.02,Fulton,Atlanta Regional Commission,Yes,1489,73.3,542,26.7,2031,25,92.7,1882,3.8,2.3,46,0.9,68.5,19,1391,58,2.9,491,0.3,6,24.2,1,20,21,1,25,0,0,0,0,0,0,1.2,78,1.2
13285960300,Census Tract 9603,Troup,Three Rivers,No,3499,80.5,848,19.5,4347,3647,6.7,291,4.6,3.3,145,69,5.5,2998,239,108,2.5,52,14.9,649,1.2,2.1,92,106,2.4,39,1.5,64,48,1.1,16,0.4,83.9,200,0.9
13117130611,Census Tract 1306.11,Forsyth,Atlanta Regional Commission,Yes,3339,69.4,1470,30.6,4809,2940,3,144,3.9,4.5,215,45.4,2.1,2183,100,128,2.7,44,15.7,757,0.9,1.3,61,114,2.4,101,27.5,1321,814,16.9,507,10.5,61.1,189,2.1
13089021405,Census Tract 214.05,DeKalb,Atlanta Regional Commission,Yes,3856,77.9,1093,22.1,4949,3691,5.6,276,8.9,4.9,241,59.4,4.6,2941,227,315,6.4,49,15.2,750,1,2.5,125,131,2.6,110,6.1,301,242,4.9,59,1.2,74.6,440,2.2
13033950500,Census Tract 9505,Burke,Central Savannah River Area,No,4355,76.4,1342,23.6,5697,2904,43.4,2471,2.1,2.7,154,41,31.7,2338,1806,69,1.2,665,9.9,566,11.7,0.9,51,107,1.9,47,0.8,48,35,0.6,13,0.2,51,120,0.8
13117130507,Census Tract 1305.07,Forsyth,Atlanta Regional Commission,Yes,2572,81.2,595,18.8,3167,2440,3.2,101,12.2,3.8,121,64.9,2,2056,64,259,8.2,37,12.1,384,1.2,4,128,94,3,27,3.7,118,99,3.1,19,0.6,77,387,0.9
13121011419,Census Tract 114.19,Fulton,Atlanta Regional Commission,Yes,4662,80.4,1136,19.6,5798,4605,5.4,312,6.7,4.2,241,65.4,4.2,3791,242,275,4.7,70,14,814,1.2,1.9,112,159,2.7,82,4.4,253,195,3.4,58,1,79.4,387,1.4
13245010711,Census Tract 107.11,Richmond,Central Savannah River Area,No,2653,75.9,843,24.1,3496,806,65.7,2296,4.9,4.3,151,18.5,48.9,646,1710,118,3.4,586,4.6,160,16.8,1.5,54,115,3.3,36,2,71,64,1.8,7,0.2,23.1,172,1
13067030408,Census Tract 304.08,Cobb,Atlanta Regional Commission,Yes,2914,78.6,794,21.4,3708,1691,10.4,387,11.1,14,519,39.4,8.6,1462,319,298,8,68,6.2,229,1.8,3.1,115,363,9.8,156,18.8,698,472,12.7,226,6.1,45.6,413,4.2
13143010100,Census Tract 101,Haralson,Northwest Georgia,No,2799,78.6,761,21.4,3560,3355,1,37,0.9,3.8,135,74.5,0.9,2651,32,25,0.7,5,19.8,704,0.1,0.2,6,90,2.5,45,0.1,2,1,0,1,0,94.2,31,1.3
13089021306,Census Tract 213.06,DeKalb,Atlanta Regional Commission,Yes,4570,75.2,1506,24.8,6076,1013,17.6,1069,51.2,3.4,204,14.9,14.7,905,896,2090,34.4,173,1.8,108,2.8,16.8,1023,140,2.3,64,11.1,677,539,8.9,138,2.3,16.7,3113,1.1
13139000702,Census Tract 7.02,Hall,Georgia Mountains,Yes,3662,68.7,1665,31.3,5327,1370,6.9,368,64.2,2.7,146,21.1,5.2,1122,277,2139,40.2,91,4.7,248,1.7,24,1281,105,2,41,0.4,23,19,0.4,4,0.1,25.7,3420,0.8
13089021101,Census Tract 211.01,DeKalb,Atlanta Regional Commission,Yes,2792,70,1198,30,3990,3041,6.9,276,5.5,4.4,177,54.6,5,2177,198,135,3.4,78,21.7,864,2,2.1,83,73,1.8,104,7,278,209,5.2,69,1.7,76.2,218,2.6
13295020601,Census Tract 206.01,Walker,Northwest Georgia,No,5756,80.1,1430,19.9,7186,6422,4,287,2.6,3.3,239,72.3,3.5,5197,248,134,1.9,39,17,1225,0.5,0.7,52,135,1.9,104,0.7,52,42,0.6,10,0.1,89.4,186,1.4
13135050218,Census Tract 502.18,Gwinnett,Atlanta Regional Commission,Yes,3957,79.1,1045,20.9,5002,1560,12.2,609,34.3,3.2,160,27.3,8.8,1366,439,1230,24.6,170,3.9,194,3.4,9.7,484,108,2.2,52,19.2,959,814,16.3,145,2.9,31.2,1714,1
13189950200,Census Tract 9502,McDuffie,Central Savannah River Area,No,4030,73.7,1441,26.3,5471,1824,61,3338,2.9,2.7,145,27.2,42.8,1489,2344,105,1.9,994,6.1,335,18.2,1,55,90,1.6,55,0.1,4,2,0,2,0,33.3,160,1
13067031118,Census Tract 311.18,Cobb,Atlanta Regional Commission,Yes,4432,74,1561,26,5993,3352,24.4,1463,7.3,6,359,43.3,17.9,2597,1071,292,4.9,392,12.6,755,6.5,2.4,146,202,3.4,157,6.4,381,270,4.5,111,1.9,55.9,438,2.6
13067030405,Census Tract 304.05,Cobb,Atlanta Regional Commission,Yes,5178,80.7,1236,19.3,6414,2332,29.8,1911,14.4,13.1,841,32,23.5,2050,1507,662,10.3,404,4.4,282,6.3,4.1,260,614,9.6,227,6.4,408,345,5.4,63,1,36.4,922,3.5
13139001101,Census Tract 11.01,Hall,Georgia Mountains,Yes,3113,62.3,1882,37.7,4995,403,7.4,372,82,1.5,77,7.2,5.4,358,271,2411,48.3,101,0.9,45,2,33.7,1684,45,0.9,32,1,48,28,0.6,20,0.4,8.1,4095,0.6
13257970302,Census Tract 9703.02,Stephens,Georgia Mountains,No,2400,79.3,627,20.7,3027,2403,11.7,353,2.9,5.2,156,65,9,1967,272,54,1.8,81,14.4,436,2.7,1.1,33,84,2.8,72,0.9,28,23,0.8,5,0.2,79.4,87,2.4
13133950400,Census Tract 9504,Greene,Northeast Georgia,No,720,80,180,20,900,371,51.4,463,6.2,1,9,35,40.6,315,365,33,3.7,98,6.2,56,10.9,2.6,23,7,0.8,2,0.1,1,0,0,1,0.1,41.2,56,0.2
13117130503,Census Tract 1305.03,Forsyth,Atlanta Regional Commission,Yes,2272,79.6,583,20.4,2855,2462,0.8,24,7.5,3.7,107,69.2,0.8,1976,22,151,5.3,2,17,486,0.1,2.2,63,85,3,22,1.7,48,38,1.3,10,0.4,86.2,214,0.8
13121004800,Census Tract 48,Fulton,Atlanta Regional Commission,Yes,961,81.8,214,18.2,1175,98,82,964,3.5,3.4,40,7.6,65.9,89,774,37,3.1,190,0.8,9,16.2,0.3,4,32,2.7,8,2.7,32,29,2.5,3,0.3,8.3,41,0.7
13077170404,Census Tract 1704.04,Coweta,Three Rivers,Yes,4314,78.4,1188,21.6,5502,4269,9.3,510,5.9,5.1,278,61.4,7.4,3378,409,244,4.4,101,16.2,891,1.8,1.4,78,182,3.3,96,2.2,123,101,1.8,22,0.4,77.6,322,1.7
13089021910,Census Tract 219.10,DeKalb,Atlanta Regional Commission,Yes,4543,77.8,1298,22.2,5841,667,70.2,4099,4.1,4.6,266,10.4,54.1,610,3160,162,2.8,939,1,57,16.1,1.3,78,189,3.2,77,9.7,569,422,7.2,147,2.5,11.4,240,1.3
13011970100,Census Tract 9701,Banks,Georgia Mountains,No,3761,78.4,1037,21.6,4798,3964,0.8,40,11.8,3.7,176,67.2,0.6,3222,30,338,7,10,15.5,742,0.2,4.7,227,127,2.6,49,1.1,53,44,0.9,9,0.2,82.6,565,1
13121007808,Census Tract 78.08,Fulton,Atlanta Regional Commission,Yes,2288,61,1461,39,3749,31,95.1,3565,2.1,1.8,69,0.6,57.7,24,2164,52,1.4,1401,0.2,7,37.4,0.7,25,41,1.1,28,0.2,7,7,0.2,0,0,0.8,77,0.7
13135050105,Census Tract 501.05,Gwinnett,Atlanta Regional Commission,Yes,3681,69,1657,31,5338,2034,20.8,1108,29.1,3.8,205,28.6,14.9,1524,793,962,18,315,9.6,510,5.9,11.1,593,111,2.1,94,8.2,436,291,5.5,145,2.7,38.1,1555,1.8
13163960400,Census Tract 9604,Jefferson,Central Savannah River Area,No,2403,80.5,583,19.5,2986,923,63.3,1889,3.8,1.7,52,26.1,50.6,778,1511,73,2.4,378,4.9,145,12.7,1.4,41,33,1.1,19,0.3,8,8,0.3,0,0,30.9,114,0.6
13121005501,Census Tract 55.01,Fulton,Atlanta Regional Commission,Yes,1881,75.1,624,24.9,2505,718,58.6,1469,5,5.3,134,25.6,39.6,641,993,108,4.3,476,3.1,77,19,0.6,16,87,3.5,47,2.4,60,52,2.1,8,0.3,28.7,124,1.9
13135050521,Census Tract 505.21,Gwinnett,Atlanta Regional Commission,Yes,4278,74.6,1460,25.4,5738,1838,25,1432,33.7,3.9,223,27.3,18.8,1568,1076,1275,22.2,356,4.7,270,6.2,11.5,658,114,2,109,5.4,312,245,4.3,67,1.2,32,1933,1.9
13113140206,Census Tract 1402.06,Fayette,Atlanta Regional Commission,Yes,3659,77.4,1066,22.6,4725,3464,8.8,417,7.7,4.3,203,58.8,6.5,2780,309,245,5.2,108,14.5,684,2.3,2.5,117,126,2.7,77,5.9,279,199,4.2,80,1.7,73.3,362,1.6
13319960300,Census Tract 9603,Wilkinson,Middle Georgia,No,3171,77.6,916,22.4,4087,2504,32.6,1332,1.8,4,165,49.8,24.4,2034,998,47,1.1,334,11.5,470,8.2,0.6,25,84,2.1,81,0.3,14,8,0.2,6,0.1,61.3,72,2
13089022800,Census Tract 228,DeKalb,Atlanta Regional Commission,Yes,3014,70.1,1283,29.9,4297,2847,16.6,713,5.4,7,302,45.5,13.4,1957,575,175,4.1,138,20.7,890,3.2,1.3,58,150,3.5,152,4.7,202,157,3.7,45,1,66.3,233,3.5
13207050302,Census Tract 503.02,Monroe,Middle Georgia,No,4562,79.4,1181,20.6,5743,4897,7.7,443,2.3,3.4,195,68.4,6.4,3931,369,83,1.4,74,16.8,966,1.3,0.9,50,120,2.1,75,1.3,75,59,1,16,0.3,85.3,133,1.3
13021012800,Census Tract 128,Bibb,Middle Georgia,No,1908,67.4,923,32.6,2831,223,85.2,2413,3.7,2.9,83,6.7,56.3,189,1595,65,2.3,818,1.2,34,28.9,1.4,39,51,1.8,32,0.3,8,8,0.3,0,0,7.9,104,1.1
13121006000,Census Tract 60,Fulton,Atlanta Regional Commission,Yes,2584,82.3,556,17.7,3140,472,77.9,2447,2,4,125,14,62.3,440,1955,56,1.8,492,1,32,15.7,0.3,8,101,3.2,24,1,32,32,1,0,0,15,64,0.8
13067031506,Census Tract 315.06,Cobb,Atlanta Regional Commission,Yes,4537,75.7,1454,24.3,5991,1953,42.3,2533,17.9,5.1,303,28.8,30.5,1726,1825,677,11.3,708,3.8,227,11.8,6.6,394,207,3.5,96,2.2,131,102,1.7,29,0.5,32.6,1071,1.6
13135050722,Census Tract 507.22,Gwinnett,Atlanta Regional Commission,Yes,2443,73.1,898,26.9,3341,615,54.9,1835,16.3,4.5,152,15.6,40.2,521,1343,342,10.2,492,2.8,94,14.7,6.1,204,93,2.8,59,5.8,193,144,4.3,49,1.5,18.4,546,1.8
13115000100,Census Tract 1,Floyd,Northwest Georgia,No,3641,79.5,938,20.5,4579,4061,3.1,144,3.7,4,181,71.8,2.4,3286,110,115,2.5,34,16.9,775,0.7,1.2,54,115,2.5,66,0.5,24,15,0.3,9,0.2,88.7,169,1.4
13067030233,Census Tract 302.33,Cobb,Atlanta Regional Commission,Yes,3493,74.8,1174,25.2,4667,2631,25.3,1183,8.4,5.7,268,43.7,19.4,2038,906,248,5.3,277,12.7,593,5.9,3.1,146,154,3.3,114,4.1,191,147,3.1,44,0.9,56.4,394,2.4
13233010400,Census Tract 104,Polk,Northwest Georgia,No,4211,72,1638,28,5849,3668,9.1,531,24.1,3.6,212,48.7,6.6,2849,388,822,14.1,143,14,819,2.4,10.1,590,133,2.3,79,0.4,26,19,0.3,7,0.1,62.7,1412,1.4
13111050200,Census Tract 502,Fannin,Northwest Georgia,No,5538,80.6,1337,19.4,6875,6275,0.1,9,4.1,4.2,287,74.5,0.1,5120,9,175,2.5,0,16.8,1155,0,1.5,106,217,3.2,70,0.3,23,17,0.2,6,0.1,91.3,281,1
13067030334,Census Tract 303.34,Cobb,Atlanta Regional Commission,Yes,2648,74.4,913,25.6,3561,2670,2.5,89,5.3,5.7,203,57.8,1.9,2058,69,116,3.3,20,17.2,612,0.6,2,71,116,3.3,87,11.6,412,289,8.1,123,3.5,75,187,2.4
13285961100,Census Tract 9611,Troup,Three Rivers,No,2133,77.4,624,22.6,2757,2407,7.4,203,2,3,83,68.5,5.9,1889,164,32,1.2,39,18.8,518,1.4,0.8,23,39,1.4,44,0.3,9,9,0.3,0,0,87.3,55,1.6
13189950300,Census Tract 9503,McDuffie,Central Savannah River Area,No,2377,78,671,22,3048,1365,49.9,1522,2.1,2.6,80,38,36.6,1159,1115,39,1.3,407,6.8,206,13.4,0.8,25,50,1.6,30,0.6,17,14,0.5,3,0.1,44.8,64,1
13021013411,Census Tract 134.11,Bibb,Middle Georgia,No,3812,79.5,980,20.5,4792,2357,36.5,1747,4.4,3.9,185,41.7,26.8,2000,1282,158,3.3,465,7.4,357,9.7,1.1,51,124,2.6,61,6.1,294,248,5.2,46,1,49.2,209,1.3
13021012101,Census Tract 121.01,Bibb,Middle Georgia,No,1931,79.3,504,20.7,2435,1324,27.5,670,13.9,3,73,43.9,19.8,1068,483,305,12.5,187,10.5,256,7.7,1.4,34,46,1.9,27,1.2,29,29,1.2,0,0,54.4,339,1.1
13311950202,Census Tract 9502.02,White,Georgia Mountains,No,2797,82.8,583,17.2,3380,3030,0.7,22,2.4,6.5,221,75.8,0.4,2562,15,54,1.6,7,13.8,468,0.2,0.8,28,146,4.3,75,0.7,25,20,0.6,5,0.1,89.6,82,2.2
13147960300,Census Tract 9603,Hart,Georgia Mountains,No,2374,76,751,24,3125,2357,13.8,431,5,3.6,114,59.4,10,1857,314,104,3.3,117,16,500,3.7,1.7,52,54,1.7,60,2.1,67,45,1.4,22,0.7,75.4,156,1.9
13135050315,Census Tract 503.15,Gwinnett,Atlanta Regional Commission,Yes,4379,75.7,1407,24.3,5786,1693,37.9,2192,24.3,4.8,275,24.9,28.2,1439,1630,935,16.2,562,4.4,254,9.7,8.2,473,193,3.3,82,3.8,218,182,3.1,36,0.6,29.3,1408,1.4
13115000600,Census Tract 6,Floyd,Northwest Georgia,No,3478,76.5,1071,23.5,4549,1922,43.2,1963,8.3,5.2,238,35.5,31.3,1616,1424,248,5.5,539,6.7,306,11.8,2.9,130,144,3.2,94,1.1,48,46,1,2,0,42.3,378,2.1
13089023507,Census Tract 235.07,DeKalb,Atlanta Regional Commission,Yes,3449,78.5,947,21.5,4396,202,87.1,3827,4.8,2.8,121,4.3,67.9,189,2985,151,3.4,842,0.3,13,19.2,1.3,59,94,2.1,27,0.8,36,30,0.7,6,0.1,4.6,210,0.6
13317010102,Census Tract 101.02,Wilkes,Central Savannah River Area,No,1348,82,296,18,1644,1059,21.6,355,9.7,3.3,54,54.1,19,889,313,96,5.8,42,10.3,170,2.6,3.8,63,36,2.2,18,1,17,14,0.9,3,0.2,64.4,159,1.1
13089023424,Census Tract 234.24,DeKalb,Atlanta Regional Commission,Yes,4111,76.6,1255,23.4,5366,143,90.7,4865,2.8,3.5,190,2.4,69.6,128,3734,94,1.8,1131,0.3,15,21.1,1.1,57,138,2.6,52,0.3,17,17,0.3,0,0,2.7,151,1
13121010121,Census Tract 101.21,Fulton,Atlanta Regional Commission,Yes,2237,88.8,281,11.2,2518,1704,11,276,5.8,3.8,96,61.6,9.3,1550,234,122,4.8,42,6.1,154,1.7,1,25,77,3.1,19,11.7,295,254,10.1,41,1.6,67.7,147,0.8
13231010400,Census Tract 104,Pike,Three Rivers,No,2713,76.9,813,23.1,3526,3153,5.6,198,1.2,3.2,114,68.6,4.9,2418,172,32,0.9,26,20.8,735,0.7,0.3,12,75,2.1,39,0.5,17,16,0.5,1,0,89.4,44,1.1
13297110200,Census Tract 1102,Walton,Northeast Georgia,Yes,4432,77.4,1293,22.6,5725,4859,7.4,422,3.6,3.5,200,66.9,5.7,3829,328,124,2.2,94,18,1030,1.6,1.4,83,129,2.3,71,0.6,37,22,0.4,15,0.3,84.9,207,1.2
13089023411,Census Tract 234.11,DeKalb,Atlanta Regional Commission,Yes,3161,82,695,18,3856,186,89.3,3443,3.1,2.3,88,4.6,72.6,178,2799,105,2.7,644,0.2,8,16.7,0.4,14,64,1.7,24,0.5,20,15,0.4,5,0.1,4.8,119,0.6
13057091101,Census Tract 911.01,Cherokee,Atlanta Regional Commission,Yes,4687,79.8,1185,20.2,5872,4728,3.8,223,7.3,6.9,404,65.8,2.8,3864,162,305,5.2,61,14.7,864,1,2.1,126,284,4.8,120,1.5,86,72,1.2,14,0.2,80.5,431,2
13157010200,Census Tract 102,Jackson,Northeast Georgia,No,3875,77.4,1131,22.6,5006,4204,2.5,125,7.2,4.9,247,66.9,1.9,3349,95,212,4.2,30,17.1,855,0.6,3,150,171,3.4,76,1.4,68,48,1,20,0.4,84,362,1.5
13047030600,Census Tract 306,Catoosa,Northwest Georgia,No,3896,78.1,1094,21.9,4990,4288,2.9,147,3.7,5.9,296,68.4,2.1,3411,103,133,2.7,44,17.6,877,0.9,1.1,53,188,3.8,108,1.5,73,61,1.2,12,0.2,85.9,186,2.2
13089022005,Census Tract 220.05,DeKalb,Atlanta Regional Commission,Yes,3634,72,1413,28,5047,569,65.2,3289,2.8,3.8,193,9.3,47,468,2372,111,2.2,917,2,101,18.2,0.6,29,126,2.5,67,17,856,557,11,299,5.9,11.3,140,1.3
13089023601,Census Tract 236.01,DeKalb,Atlanta Regional Commission,Yes,2336,84.8,420,15.2,2756,957,53.6,1476,4.9,5.2,143,31.1,44.9,857,1238,90,3.3,238,3.6,100,8.6,1.6,44,110,4,33,1.7,46,41,1.5,5,0.2,34.7,134,1.2
13117130205,Census Tract 1302.05,Forsyth,Atlanta Regional Commission,Yes,4707,72.2,1809,27.8,6516,4153,8.8,571,16.3,5.4,349,48.4,6.2,3153,402,668,10.3,169,15.3,1000,2.6,6.1,396,199,3.1,150,5.8,379,285,4.4,94,1.4,63.7,1064,2.3
13067030341,Census Tract 303.41,Cobb,Atlanta Regional Commission,Yes,3600,73.8,1277,26.2,4877,3243,8.7,422,9.6,6.7,327,51.3,6.2,2504,304,299,6.1,118,15.2,739,2.4,3.4,167,189,3.9,138,8.6,419,304,6.2,115,2.4,66.5,466,2.8
13157010703,Census Tract 107.03,Jackson,Northeast Georgia,No,2883,71.9,1128,28.1,4011,3458,2.5,102,4.5,4.4,177,63.2,1.8,2533,73,113,2.8,29,23.1,925,0.7,1.6,66,101,2.5,76,2.4,95,63,1.6,32,0.8,86.2,179,1.9
13077170802,Census Tract 1708.02,Coweta,Three Rivers,Yes,4092,77.8,1169,22.2,5261,4392,8.1,427,4.3,3.6,189,66.2,6,3485,316,136,2.6,111,17.2,907,2.1,1.7,89,140,2.7,49,0.5,28,15,0.3,13,0.2,83.5,225,0.9
13121007001,Census Tract 70.01,Fulton,Atlanta Regional Commission,Yes,2981,73.5,1074,26.5,4055,179,85.1,3452,7.1,3.1,127,4,62.2,163,2523,183,4.5,929,0.4,16,22.9,2.5,103,101,2.5,26,0.3,11,11,0.3,0,0,4.4,286,0.6
13067030602,Census Tract 306.02,Cobb,Atlanta Regional Commission,Yes,6162,81.8,1370,18.2,7532,5929,11.7,880,4,3.9,297,65.2,9.8,4910,735,210,2.8,145,13.5,1019,1.9,1.2,94,202,2.7,95,1.6,122,105,1.4,17,0.2,78.7,304,1.3
13089023410,Census Tract 234.10,DeKalb,Atlanta Regional Commission,Yes,3863,75.2,1272,24.8,5135,91,92.8,4766,2.2,2.8,143,1.8,70.1,91,3598,71,1.4,1168,0,0,22.7,0.8,42,86,1.7,57,0.4,22,17,0.3,5,0.1,1.8,113,1.1
13077170503,Census Tract 1705.03,Coweta,Three Rivers,Yes,5872,75.3,1923,24.7,7795,6342,8.2,637,5.2,3.8,299,61.9,6.5,4822,505,286,3.7,132,19.5,1520,1.7,1.5,120,184,2.4,115,1.4,111,75,1,36,0.5,81.4,406,1.5
13195020400,Census Tract 204,Madison,Northeast Georgia,No,4717,75.6,1523,24.4,6240,4388,14.7,915,10.2,4.5,279,55.7,11.1,3473,693,372,6,222,14.7,915,3.6,4.3,266,169,2.7,110,0.3,20,10,0.2,10,0.2,70.3,638,1.8
13171970300,Census Tract 9703,Lamar,Three Rivers,No,3184,74.8,1070,25.2,4254,2320,37.8,1608,2.5,4.1,176,42.7,27.3,1818,1163,65,1.5,445,11.8,502,10.5,1,43,99,2.3,77,1,42,39,0.9,3,0.1,54.5,108,1.8
13199970600,Census Tract 9706,Meriwether,Three Rivers,No,2242,80.5,544,19.5,2786,1853,27.7,771,1.5,3.8,105,55.1,21.6,1535,601,34,1.2,170,11.4,318,6.1,0.3,9,61,2.2,44,0.5,14,11,0.4,3,0.1,66.5,43,1.6
13281960100,Census Tract 9601,Towns,Georgia Mountains,No,4214,88.1,571,11.9,4785,4299,2.3,112,3.8,3.3,159,79.4,2.2,3800,104,152,3.2,8,10.4,499,0.2,0.6,28,128,2.7,31,0.7,35,30,0.6,5,0.1,89.8,180,0.6
13063040416,Census Tract 404.16,Clayton,Atlanta Regional Commission,Yes,2879,69.7,1252,30.3,4131,466,37.2,1536,42,1.9,80,10.2,26.5,423,1093,1071,25.9,443,1,43,10.7,16.1,665,43,1,37,7.6,313,249,6,64,1.5,11.3,1736,0.9
13089023102,Census Tract 231.02,DeKalb,Atlanta Regional Commission,Yes,2637,80.2,652,19.8,3289,1297,51.4,1691,3.6,4.2,139,32.2,41.3,1058,1360,91,2.8,331,7.3,239,10.1,0.9,28,91,2.8,48,1.3,43,37,1.1,6,0.2,39.4,119,1.5
13123080200,Census Tract 802,Gilmer,Northwest Georgia,No,4803,84.4,890,15.6,5693,5100,0.5,31,5.8,3.6,203,77.1,0.4,4390,23,200,3.5,8,12.5,710,0.1,2.3,131,162,2.8,41,0.5,28,28,0.5,0,0,89.6,331,0.7
13121002600,Census Tract 26,Fulton,Atlanta Regional Commission,Yes,866,77.1,257,22.9,1123,70,83.4,937,4.4,4.3,48,5.4,64.6,61,726,24,2.1,211,0.8,9,18.8,2.2,25,38,3.4,10,1.7,19,17,1.5,2,0.2,6.2,49,0.9
13067030319,Census Tract 303.19,Cobb,Atlanta Regional Commission,Yes,3556,74.3,1229,25.7,4785,3220,3.9,189,5.2,5.1,244,51.7,3.1,2474,146,184,3.8,43,15.6,746,0.9,1.4,66,155,3.2,89,18.4,882,597,12.5,285,6,67.3,250,1.9
13077170405,Census Tract 1704.05,Coweta,Three Rivers,Yes,5746,77.5,1672,22.5,7418,5192,11.4,847,10.5,5.2,388,56.1,8.5,4158,633,544,7.3,214,13.9,1034,2.9,3.2,234,244,3.3,144,2.9,213,167,2.3,46,0.6,70,778,1.9
13135050425,Census Tract 504.25,Gwinnett,Atlanta Regional Commission,Yes,4524,75.2,1495,24.8,6019,2982,14,841,11,4.4,263,40,9.6,2410,579,419,7,262,9.5,572,4.4,4.1,246,154,2.6,109,21.1,1268,962,16,306,5.1,49.5,665,1.8
13165960200,Census Tract 9602,Jenkins,Central Savannah River Area,No,1548,77.1,460,22.9,2008,1212,34.6,695,2.5,2.5,50,47.9,25.6,961,515,37,1.8,180,12.5,251,9,0.7,14,35,1.7,15,0,0,0,0,0,0,60.4,51,0.7
13013180303,Census Tract 1803.03,Barrow,Northeast Georgia,Yes,4059,75.5,1315,24.5,5374,3992,5.9,319,9.7,4.9,264,58.3,4.5,3133,242,327,6.1,77,16,859,1.4,3.6,194,164,3.1,100,5.2,278,193,3.6,85,1.6,74.3,521,1.9
13063040204,Census Tract 402.04,Clayton,Atlanta Regional Commission,Yes,4071,76.1,1276,23.9,5347,110,88,4704,5.4,3.5,188,1.9,67,101,3581,213,4,1123,0.2,9,21,1.5,78,127,2.4,61,1,54,49,0.9,5,0.1,2.1,291,1.1
